Round,a\b,G,C,P
,C,1,4,6
,P,26,27,2

Round 425
,G,2,1,25
,C,5,3,27
,P,25,10,2

Round 426
,G,3,7,20
,C,1,6,14
,P,20,26,3

Round 427
,G,0,2,31
,C,2,2,29
,P,29,2,3

Round 428
,G,3,7,18
,C,5,3,12
,P,24,20,8

Round 429
,G,2,1,27
,C,4,1,26
,P,30,9,0

Round 430
,G,2,4,24
,C,3,3,13
,P,22,27,2

Round 431
,G,2,1,29
,C,2,2,28
,P,28,7,1

Round 432
,G,3,2,25
,C,1,4,12
,P,22,30,1

Round 433
,G,2,0,28
,C,1,2,28
,P,28,9,2

Round 434
,G,2,3,26
,C,1,3,4
,P,28,31,2

Round 435
,G,3,1,27
,C,0,1,32
,P,29,5,2

Round 436
,G,2,6,24
,C,4,1,9
,P,26,25,3

Round 437
,G,0,0,33
,C,1,1,30
,P,33,2,0

Round 438
,G,3,1,26
,C,4,4,6
,P,25,30,1

Round 439
,G,2,1,27
,C,3,4,29
,P,27,4,3

Round 440
,G,2,3,23
,C,1,4,12
,P,24,27,4

Round 441
,G,0,0,33
,C,0,0,32
,P,31,2,2

Round 442
,G,0,2,30
,C,1,1,7
,P,29,30,0

Round 443
,G,0,1,31
,C,0,1,31
,P,31,3,2

Round 444
,G,0,1,30
,C,0,2,5
,P,29,32,1

Round 445
,G,0,0,29
,C,3,4,30
,P,28,5,1

Round 446
,G,1,3,30
,C,0,2,6
,P,29,28,1

Round 447
,G,1,1,30
,C,3,1,28
,P,31,5,0

Round 448
,G,3,3,26
,C,0,1,11
,P,26,27,3

Round 449
,G,0,1,32
,C,0,1,31
,P,32,2,1

Round 450
,G,0,4,28
,C,1,0,7
,P,31,26,3

Round 451
,G,0,0,32
,C,0,1,30
,P,33,4,0

Round 452
,G,0,2,28
,C,2,0,8
,P,28,27,5

Round 453
,G,0,0,33
,C,0,1,31
,P,33,2,0

Round 454
,G,0,3,30
,C,0,1,4
,P,30,30,2

Round 455
,G,1,1,32
,C,5,1,26
,P,31,3,0

Round 456
,G,0,1,31
,C,0,1,2
,P,31,33,1

Round 457
,G,1,3,27
,C,3,2,27
,P,30,7,0

Round 458
,G,0,4,28
,C,1,2,4
,P,28,29,4

Round 459
,G,1,0,27
,C,1,4,29
,P,28,8,2

Round 460
,G,0,1,31
,C,0,0,6
,P,30,29,3

Round 461
,G,1,2,26
,C,2,0,14
,P,26,28,1

Round 462
,G,1,0,27
,C,1,4,24
,P,27,14,2

Round 463
,G,1,2,27
,C,1,1,12
,P,22,29,5

Round 464
,G,1,3,22
,C,1,4,23
,P,25,16,5

Round 465
,G,0,1,29
,C,1,2,15
,P,28,24,0

Round 466
,G,0,0,28
,C,0,1,27
,P,28,14,2

Round 467
,G,0,1,28
,C,11,1,3
,P,26,26,4

Round 468
,G,2,10,24
,C,4,4,24
,P,26,4,2

Round 469
,G,1,4,25
,C,10,2,9
,P,26,22,1

Round 470
,G,1,11,26
,C,0,2,24
,P,27,6,3

Round 471
,G,0,1,28
,C,13,0,3
,P,28,27,0

Round 472
,G,0,12,23
,C,1,4,27
,P,26,7,0

Round 473
,G,1,3,24
,C,8,1,8
,P,27,25,3

Round 474
,G,2,12,24
,C,2,2,22
,P,29,4,3

Round 475
,G,3,0,25
,C,13,1,6
,P,28,24,0

Round 476
,G,0,7,22
,C,6,9,19
,P,22,7,8

Round 477
,G,0,1,29
,C,2,1,14
,P,25,26,2

Round 478
,G,2,2,25
,C,0,1,25
,P,30,14,1

Round 479
,G,0,0,29
,C,13,0,2
,P,27,28,1

Round 480
,G,0,9,25
,C,5,6,22
,P,23,3,7

Round 481
,G,0,1,25
,C,2,2,11
,P,14,35,10

Round 482
,G,2,1,9
,C,10,2,25
,P,16,20,15

Round 483
,G,1,0,26
,C,12,5,3
,P,23,30,0

Round 484
,G,1,18,11
,C,1,4,35
,P,25,3,2

Round 485
,G,0,2,25
,C,11,7,7
,P,20,23,5

Round 486
,G,1,10,22
,C,1,4,25
,P,29,6,2

Round 487
,G,2,6,20
,C,10,10,10
,P,13,24,5

Round 488
,G,0,1,25
,C,1,11,36
,P,15,11,0

Round 489
,G,1,2,12
,C,9,17,21
,P,11,26,1

Round 490
,G,2,12,25
,C,2,3,25
,P,27,3,1

Round 491
,G,1,3,12
,C,11,16,21
,P,13,19,4

Round 492
,G,1,1,20
,C,3,14,30
,P,13,13,5

Round 493
,G,0,1,17
,C,2,10,12
,P,22,35,1

Round 494
,G,0,1,24
,C,1,11,36
,P,15,12,0

Round 495
,G,2,1,15
,C,2,10,12
,P,23,34,1

Round 496
,G,2,3,17
,C,2,11,28
,P,17,14,6

Round 497
,G,1,1,16
,C,2,13,12
,P,22,32,1

Round 498
,G,0,1,23
,C,1,11,34
,P,15,12,3

Round 499
,G,0,2,16
,C,3,11,14
,P,19,32,3

Round 500
,G,3,5,16
,C,3,8,30
,P,16,14,5

Round 501
,G,0,0,21
,C,7,7,13
,P,17,32,3

Round 502
,G,0,2,23
,C,3,0,35
,P,24,11,2

Round 503
,G,0,0,26
,C,0,0,12
,P,25,37,0

Round 504
,G,2,1,24
,C,2,2,26
,P,19,20,4

Round 505
,G,1,0,15
,C,0,2,21
,P,24,37,0

Round 506
,G,2,0,23
,C,0,0,37
,P,26,12,0

Round 507
,G,0,0,26
,C,1,0,11
,P,26,36,0

Round 508
,G,0,1,24
,C,0,1,36
,P,16,21,1

Round 509
,G,1,0,16
,C,3,1,22
,P,23,33,1

Round 510
,G,2,5,21
,C,4,2,28
,P,24,12,2

Round 511
,G,1,7,18
,C,2,2,10
,P,23,34,3

Round 512
,G,0,1,25
,C,0,12,36
,P,15,11,0

Round 513
,G,0,1,16
,C,2,0,21
,P,24,36,0

Round 514
,G,1,1,21
,C,2,1,33
,P,16,22,3

Round 515
,G,0,1,16
,C,0,0,22
,P,24,36,1

Round 516
,G,0,0,26
,C,0,0,37
,P,15,22,0

Round 517
,G,0,0,14
,C,0,0,24
,P,25,37,0

Round 518
,G,1,1,22
,C,1,1,37
,P,16,19,2

Round 519
,G,2,0,15
,C,1,12,11
,P,23,34,2

Round 520
,G,0,1,23
,C,3,11,33
,P,16,13,0

Round 521
,G,0,3,23
,C,12,3,3
,P,15,32,9

Round 522
,G,1,9,14
,C,2,2,34
,P,24,1,13

Round 523
,G,1,0,24
,C,10,2,2
,P,13,47,1

Round 524
,G,0,11,14
,C,1,1,43
,P,25,2,3

Round 525
,G,0,1,24
,C,11,0,2
,P,12,46,4

Round 526
,G,1,9,13
,C,1,1,47
,P,25,2,1

Round 527
,G,0,1,25
,C,12,0,0
,P,14,48,0

Round 528
,G,0,12,13
,C,0,0,49
,P,26,0,0

Round 529
,G,0,0,27
,C,10,2,2
,P,15,42,2

Round 530
,G,0,11,15
,C,0,0,45
,P,26,0,3

Round 531
,G,2,1,24
,C,11,3,0
,P,12,47,0

Round 532
,G,1,10,13
,C,2,0,44
,P,26,3,1

Round 533
,G,0,0,26
,C,12,0,0
,P,13,45,4

Round 534
,G,0,11,15
,C,0,2,42
,P,26,3,1

Round 535
,G,0,0,26
,C,12,0,0
,P,12,48,2

Round 536
,G,0,12,13
,C,0,0,49
,P,26,0,0

Round 537
,G,0,0,26
,C,12,0,0
,P,12,50,0

Round 538
,G,3,7,13
,C,1,2,40
,P,27,4,3

Round 539
,G,0,1,24
,C,10,1,1
,P,17,44,2

Round 540
,G,0,11,14
,C,1,0,47
,P,26,0,1

Round 541
,G,1,10,16
,C,11,0,12
,P,25,24,1

Round 542
,G,0,14,28
,C,0,0,29
,P,28,1,0

Round 543
,G,0,0,29
,C,11,1,3
,P,28,26,2

Round 544
,G,2,13,24
,C,5,1,23
,P,25,4,3

Round 545
,G,0,0,30
,C,12,1,2
,P,28,26,1

Round 546
,G,1,13,29
,C,0,0,28
,P,28,1,0

Round 547
,G,0,1,29
,C,13,0,1
,P,28,28,0

Round 548
,G,0,13,21
,C,12,0,14
,P,21,13,6

Round 549
,G,1,12,21
,C,12,0,14
,P,19,15,6

Round 550
,G,4,11,21
,C,8,2,18
,P,19,12,5

Round 551
,G,0,12,20
,C,12,2,12
,P,21,14,7

Round 552
,G,1,13,20
,C,11,0,14
,P,21,13,7

Round 553
,G,1,10,16
,C,12,0,12
,P,25,24,0

Round 554
,G,3,10,24
,C,8,1,23
,P,18,12,1

Round 555
,G,1,9,16
,C,12,0,12
,P,24,26,0

Round 556
,G,0,11,26
,C,10,1,24
,P,16,11,1

Round 557
,G,1,9,16
,C,10,0,14
,P,25,24,1

Round 558
,G,10,1,24
,C,4,0,25
,P,23,12,1

Round 559
,G,7,4,25
,C,4,2,12
,P,23,22,1

Round 560
,G,12,1,24
,C,0,0,26
,P,25,12,0

Round 561
,G,0,7,18
,C,8,7,9
,P,15,29,7

Round 562
,G,1,8,21
,C,7,12,21
,P,9,12,9

Round 563
,G,2,6,9
,C,11,12,12
,P,19,23,6

Round 564
,G,0,8,14
,C,6,8,29
,P,17,11,7

Round 565
,G,2,4,14
,C,7,13,12
,P,18,27,3

Round 566
,G,1,7,16
,C,8,5,29
,P,14,12,8

Round 567
,G,0,6,17
,C,7,6,12
,P,15,32,5

Round 568
,G,1,10,21
,C,3,17,24
,P,15,8,1

Round 569
,G,0,3,12
,C,11,13,9
,P,19,33,0

Round 570
,G,0,7,15
,C,6,8,30
,P,14,14,6

Round 571
,G,0,4,17
,C,7,8,13
,P,15,31,5

Round 572
,G,2,10,20
,C,1,16,27
,P,13,11,0

Round 573
,G,2,2,15
,C,12,16,10
,P,13,24,6

Round 574
,G,1,8,16
,C,9,6,36
,P,14,10,0

Round 575
,G,1,7,15
,C,10,0,7
,P,17,41,2

Round 576
,G,0,5,19
,C,10,11,26
,P,15,13,1

Round 577
,G,1,13,14
,C,5,12,15
,P,17,21,2

Round 578
,G,1,7,16
,C,8,2,41
,P,15,9,1

Round 579
,G,0,7,17
,C,8,0,7
,P,16,45,0

Round 580
,G,0,7,14
,C,6,14,27
,P,20,12,0

Round 581
,G,7,7,11
,C,1,8,20
,P,10,35,1

Round 582
,G,0,2,20
,C,14,10,23
,P,15,14,2

Round 583
,G,1,14,16
,C,1,12,14
,P,19,23,0

Round 584
,G,1,2,23
,C,2,2,43
,P,23,2,2

Round 585
,G,1,2,22
,C,1,4,2
,P,18,45,5

Round 586
,G,0,0,22
,C,11,3,41
,P,11,12,0

Round 587
,G,1,9,15
,C,1,0,12
,P,18,40,4

Round 588
,G,1,1,22
,C,10,0,42
,P,12,10,2

Round 589
,G,1,9,14
,C,4,1,10
,P,20,39,2

Round 590
,G,8,1,9
,C,8,8,32
,P,11,22,1

Round 591
,G,6,6,14
,C,1,12,16
,P,16,29,0

Round 592
,G,0,1,23
,C,3,0,47
,P,23,2,1

Round 593
,G,0,1,25
,C,1,0,2
,P,25,45,1

Round 594
,G,0,2,22
,C,11,3,35
,P,14,12,1

Round 595
,G,0,10,14
,C,1,1,9
,P,21,43,1

Round 596
,G,1,0,23
,C,8,2,29
,P,26,8,3

Round 597
,G,0,9,26
,C,0,0,10
,P,26,27,2

Round 598
,G,2,1,24
,C,9,1,28
,P,24,9,2

Round 599
,G,0,8,26
,C,1,1,9
,P,24,29,2

Round 600
,G,4,0,22
,C,12,0,30
,P,16,15,1

Round 601
,G,0,19,23
,C,0,2,3
,P,21,31,1

Round 602
,G,0,0,19
,C,11,17,24
,P,7,21,1

Round 603
,G,1,7,14
,C,7,17,18
,P,7,25,4

Round 604
,G,1,1,18
,C,12,16,29
,P,20,3,0

Round 605
,G,2,12,19
,C,2,14,3
,P,15,30,3

Round 606
,G,1,1,15
,C,10,13,25
,P,15,17,3

Round 607
,G,1,8,15
,C,1,11,21
,P,19,22,2

Round 608
,G,1,2,16
,C,11,14,22
,P,16,13,5

Round 609
,G,1,10,21
,C,1,16,6
,P,13,30,2

Round 610
,G,0,4,14
,C,12,16,29
,P,17,5,3

Round 611
,G,5,6,8
,C,11,12,17
,P,17,23,1

Round 612
,G,2,7,15
,C,15,14,24
,P,9,12,2

Round 613
,G,0,8,13
,C,3,9,23
,P,17,23,4

Round 614
,G,0,2,18
,C,10,9,21
,P,14,23,3

Round 615
,G,0,9,16
,C,2,17,7
,P,16,28,5

Round 616
,G,0,0,16
,C,13,19,31
,P,17,2,2

Round 617
,G,1,9,15
,C,8,12,7
,P,13,32,3

Round 618
,G,1,8,12
,C,11,10,25
,P,18,11,4

Round 619
,G,2,8,22
,C,1,16,6
,P,15,25,5

Round 620
,G,0,17,11
,C,11,10,29
,P,11,10,1

Round 621
,G,1,8,13
,C,2,11,26
,P,19,19,1

Round 622
,G,0,8,19
,C,1,20,14
,P,15,14,9

Round 623
,G,1,1,16
,C,5,19,15
,P,17,15,11

Round 624
,G,1,6,16
,C,2,18,14
,P,15,17,11

Round 625
,G,0,0,18
,C,5,21,14
,P,17,14,11

Round 626
,G,3,5,13
,C,4,13,17
,P,17,21,7

Round 627
,G,2,1,16
,C,8,19,20
,P,17,12,5

Round 628
,G,2,7,19
,C,2,15,15
,P,17,23,0

Round 629
,G,0,0,32
,C,28,2,4
,P,31,2,1

Round 630
,G,4,9,16
,C,2,11,12
,P,20,19,7

Round 631
,G,2,5,14
,C,8,12,21
,P,13,16,9

Round 632
,G,1,8,14
,C,4,14,19
,P,15,19,6

Round 633
,G,4,2,15
,C,6,17,20
,P,15,16,5

Round 634
,G,4,5,18
,C,3,19,13
,P,15,22,1

Round 635
,G,2,4,13
,C,8,13,21
,P,15,20,4

Round 636
,G,0,7,19
,C,2,20,15
,P,16,14,7

Round 637
,G,0,1,15
,C,6,21,15
,P,20,14,8

Round 638
,G,3,7,15
,C,5,23,12
,P,14,18,3

Round 639
,G,6,3,15
,C,4,22,20
,P,14,11,5

Round 640
,G,3,6,19
,C,5,18,14
,P,17,18,0

Round 641
,G,1,3,16
,C,9,11,19
,P,18,23,0

Round 642
,G,1,8,14
,C,5,7,21
,P,15,21,8

Round 643
,G,0,3,13
,C,10,11,17
,P,17,21,8

Round 644
,G,1,8,15
,C,5,15,15
,P,13,19,9

Round 645
,G,0,2,14
,C,7,14,19
,P,18,18,8

Round 646
,G,2,11,17
,C,1,14,21
,P,7,22,5

Round 647
,G,0,0,6
,C,11,14,23
,P,20,20,6

Round 648
,G,2,8,16
,C,5,16,12
,P,15,24,2

Round 649
,G,1,2,10
,C,11,11,23
,P,14,22,6

Round 650
,G,2,15,19
,C,2,11,22
,P,7,20,2

Round 651
,G,1,5,16
,C,9,13,23
,P,15,10,8

Round 652
,G,0,12,17
,C,3,8,19
,P,14,18,9

Round 653
,G,0,1,13
,C,12,10,20
,P,13,26,5

Round 654
,G,0,17,19
,C,1,2,35
,P,5,19,2

Round 655
,G,0,0,14
,C,16,11,20
,P,16,19,4

Round 656
,G,0,18,20
,C,1,2,35
,P,3,20,1

Round 657
,G,0,1,5
,C,15,3,20
,P,20,33,3

Round 658
,G,0,17,21
,C,1,2,35
,P,5,18,1

Round 659
,G,0,1,8
,C,11,7,22
,P,18,25,8

Round 660
,G,2,17,16
,C,3,7,28
,P,8,18,1

Round 661
,G,3,3,23
,C,21,8,12
,P,22,7,1

Round 662
,G,0,31,33
,C,0,1,0
,P,33,2,0

Round 663
,G,0,0,33
,C,0,0,34
,P,33,0,0

Round 664
,G,3,19,22
,C,4,2,16
,P,14,16,4

Round 665
,G,0,0,12
,C,20,2,15
,P,24,26,1

Round 666
,G,3,23,28
,C,0,2,13
,P,19,11,1

Round 667
,G,1,1,17
,C,22,4,14
,P,24,15,2

Round 668
,G,0,24,29
,C,0,0,8
,P,26,11,2

Round 669
,G,1,2,31
,C,14,3,16
,P,30,2,1

Round 670
,G,4,14,18
,C,1,5,14
,P,20,22,2

Round 671
,G,4,1,17
,C,7,6,33
,P,23,9,0

Round 672
,G,0,21,32
,C,1,0,0
,P,32,12,2

Round 673
,G,2,1,24
,C,2,6,32
,P,28,5,0

Round 674
,G,1,28,27
,C,1,2,13
,P,20,8,0

Round 675
,G,0,1,8
,C,15,5,22
,P,20,27,2

Round 676
,G,0,18,19
,C,2,12,22
,P,3,22,2

Round 677
,G,4,2,27
,C,18,5,16
,P,26,1,1

Round 678
,G,5,5,23
,C,1,6,4
,P,25,30,1

Round 679
,G,3,1,30
,C,3,1,32
,P,29,0,1

Round 680
,G,2,7,27
,C,0,0,8
,P,24,30,2

Round 681
,G,1,0,6
,C,16,4,18
,P,17,36,2

Round 682
,G,0,11,17
,C,5,15,22
,P,17,8,5

Round 683
,G,0,5,16
,C,11,14,11
,P,18,21,4

Round 684
,G,0,14,16
,C,3,9,27
,P,12,19,0

Round 685
,G,2,3,5
,C,16,7,17
,P,18,30,2

Round 686
,G,1,14,18
,C,1,18,20
,P,8,19,1

Round 687
,G,2,1,13
,C,14,14,14
,P,12,22,8

Round 688
,G,1,13,17
,C,3,4,31
,P,7,20,4

Round 689
,G,1,2,4
,C,16,10,16
,P,21,26,4

Round 690
,G,0,16,17
,C,1,5,34
,P,7,16,4

Round 691
,G,2,0,8
,C,17,4,16
,P,17,34,2

Round 692
,G,0,19,20
,C,0,0,38
,P,2,21,0

Round 693
,G,0,0,2
,C,19,0,21
,P,20,38,0

Round 694
,G,4,12,15
,C,2,6,29
,P,14,18,0

Round 695
,G,3,3,12
,C,12,9,12
,P,18,29,2

Round 696
,G,7,14,16
,C,1,4,31
,P,10,15,2

Round 697
,G,0,2,2
,C,6,18,25
,P,23,22,2

Round 698
,G,4,9,19
,C,2,7,29
,P,12,16,2

Round 699
,G,3,3,6
,C,8,10,26
,P,22,20,2

Round 700
,G,0,17,19
,C,2,17,20
,P,5,20,0

Round 701
,G,0,3,25
,C,15,12,12
,P,17,11,5

Round 702
,G,0,16,24
,C,7,13,13
,P,9,18,0

Round 703
,G,0,7,9
,C,16,13,18
,P,24,13,0

Round 704
,G,0,17,12
,C,1,9,19
,P,11,22,9

Round 705
,G,1,1,8
,C,18,11,22
,P,14,18,7

Round 706
,G,3,15,19
,C,5,12,16
,P,10,18,2

Round 707
,G,0,5,13
,C,18,13,14
,P,21,15,1

Round 708
,G,2,16,14
,C,2,6,21
,P,12,19,8

Round 709
,G,0,2,28
,C,27,3,5
,P,29,4,2

Round 710
,G,1,26,28
,C,1,2,5
,P,25,7,5

Round 711
,G,1,0,13
,C,18,7,22
,P,12,20,7

Round 712
,G,3,21,18
,C,2,5,13
,P,16,11,11

Round 713
,G,0,1,16
,C,23,6,15
,P,18,13,8

Round 714
,G,4,11,15
,C,4,2,22
,P,12,17,13

Round 715
,G,2,4,13
,C,18,4,12
,P,20,20,7

Round 716
,G,1,21,13
,C,1,8,16
,P,15,16,9

Round 717
,G,1,2,16
,C,17,7,18
,P,16,14,9

Round 718
,G,0,9,26
,C,2,5,26
,P,8,21,3

Round 719
,G,2,5,11
,C,13,8,13
,P,23,21,4

Round 720
,G,0,14,20
,C,13,1,30
,P,3,18,1

Round 721
,G,1,10,12
,C,18,2,14
,P,21,21,1

Round 722
,G,0,8,26
,C,1,7,25
,P,12,21,0

Round 723
,G,6,0,8
,C,13,0,17
,P,21,28,7

Round 724
,G,4,8,24
,C,2,5,22
,P,12,20,3

Round 725
,G,0,1,9
,C,7,6,23
,P,27,27,0

Round 726
,G,2,6,25
,C,2,5,25
,P,11,23,1

Round 727
,G,2,0,10
,C,6,6,20
,P,27,27,2

Round 728
,G,0,6,28
,C,0,8,26
,P,9,23,0

Round 729
,G,5,4,11
,C,6,5,26
,P,16,21,6

Round 730
,G,6,8,18
,C,1,2,28
,P,4,26,7

Round 731
,G,0,1,8
,C,7,7,19
,P,24,31,3

Round 732
,G,2,7,24
,C,4,8,22
,P,10,22,1

Round 733
,G,1,2,13
,C,4,11,17
,P,23,27,2

Round 734
,G,1,7,21
,C,0,12,33
,P,11,14,1

Round 735
,G,2,0,9
,C,8,6,21
,P,27,25,2

Round 736
,G,0,7,27
,C,1,6,27
,P,12,20,0

Round 737
,G,0,0,9
,C,9,14,11
,P,18,39,0

Round 738
,G,2,16,23
,C,3,7,18
,P,20,10,1

Round 739
,G,0,0,10
,C,10,12,12
,P,17,37,2

Round 740
,G,1,8,18
,C,1,13,37
,P,11,11,0

Round 741
,G,0,2,13
,C,12,6,17
,P,11,26,13

Round 742
,G,7,6,17
,C,2,6,23
,P,18,11,10

Round 743
,G,7,4,13
,C,11,10,9
,P,17,18,11

Round 744
,G,0,13,15
,C,5,14,21
,P,17,9,6

Round 745
,G,1,5,15
,C,15,12,11
,P,14,20,7

Round 746
,G,1,15,16
,C,6,12,19
,P,14,11,6

Round 747
,G,1,7,13
,C,14,10,10
,P,16,20,9

Round 748
,G,2,5,21
,C,2,21,21
,P,23,4,1

Round 749
,G,0,5,21
,C,9,17,5
,P,20,21,2

Round 750
,G,4,5,20
,C,3,19,20
,P,24,3,2

Round 751
,G,0,1,11
,C,7,14,12
,P,18,36,1

Round 752
,G,0,7,17
,C,2,16,38
,P,10,10,0

Round 753
,G,1,5,16
,C,8,18,9
,P,15,20,8

Round 754
,G,0,13,15
,C,6,15,17
,P,12,16,6

Round 755
,G,1,5,13
,C,14,5,12
,P,21,28,1

Round 756
,G,1,13,16
,C,7,6,38
,P,10,9,0

Round 757
,G,0,6,18
,C,15,15,7
,P,14,18,7

Round 758
,G,0,12,15
,C,5,12,23
,P,17,7,9

Round 759
,G,3,5,16
,C,7,10,12
,P,16,25,6

Round 760
,G,6,7,12
,C,5,6,26
,P,12,17,9

Round 761
,G,1,4,20
,C,3,16,8
,P,21,21,6

Round 762
,G,3,6,18
,C,9,10,18
,P,13,14,9

Round 763
,G,4,0,6
,C,4,5,23
,P,18,29,11

Round 764
,G,8,1,3
,C,0,3,21
,P,3,31,30

Round 765
,G,6,1,6
,C,3,4,27
,P,12,25,16

Round 766
,G,2,2,17
,C,9,17,18
,P,20,11,4

Round 767
,G,0,0,22
,C,1,14,16
,P,16,20,11

Round 768
,G,3,5,14
,C,3,8,22
,P,7,28,10

Round 769
,G,2,5,10
,C,10,16,14
,P,20,18,5

Round 770
,G,2,9,18
,C,8,19,11
,P,12,17,4

Round 771
,G,2,4,14
,C,5,15,19
,P,14,22,5

Round 772
,G,1,7,14
,C,4,12,21
,P,15,23,3

Round 773
,G,1,1,16
,C,5,11,22
,P,11,25,8

Round 774
,G,2,5,18
,C,4,18,16
,P,14,20,3

Round 775
,G,3,3,15
,C,2,13,17
,P,17,25,5

Round 776
,G,1,3,21
,C,1,5,24
,P,14,25,6

Round 777
,G,1,4,15
,C,8,9,22
,P,11,22,8

Round 778
,G,6,2,17
,C,1,5,21
,P,6,34,8

Round 779
,G,5,2,8
,C,5,12,25
,P,16,19,8

Round 780
,G,2,3,17
,C,7,7,23
,P,12,23,6

Round 781
,G,2,0,30
,C,5,3,26
,P,17,5,12

Round 782
,G,1,15,20
,C,1,2,13
,P,12,26,10

Round 783
,G,0,1,12
,C,7,9,25
,P,11,15,20

Round 784
,G,0,3,23
,C,0,1,26
,P,8,27,12

Round 785
,G,0,0,7
,C,0,1,25
,P,27,32,8

Round 786
,G,0,1,27
,C,0,2,31
,P,9,22,8

Round 787
,G,1,0,5
,C,2,5,31
,P,19,26,11

Round 788
,G,1,5,26
,C,0,3,4
,P,27,28,6

Round 789
,G,0,0,30
,C,3,1,31
,P,10,3,22

Round 790
,G,2,1,17
,C,0,5,23
,P,4,34,14

Round 791
,G,1,1,13
,C,1,2,32
,P,14,17,19

Round 792
,G,1,3,21
,C,0,3,24
,P,7,29,12

Round 793
,G,0,1,20
,C,5,2,31
,P,10,9,22

Round 794
,G,0,4,13
,C,1,2,19
,P,15,28,18

Round 795
,G,0,3,18
,C,18,3,16
,P,28,11,3

Round 796
,G,1,3,27
,C,1,2,8
,P,25,28,5

Round 797
,G,0,1,9
,C,5,2,24
,P,24,25,10

Round 798
,G,3,1,19
,C,0,4,27
,P,6,29,11

Round 799
,G,0,3,16
,C,16,5,11
,P,23,18,8

Round 800
,G,0,27,29
,C,1,2,7
,P,26,5,3

Round 801
,G,0,0,11
,C,13,7,20
,P,22,15,12

Round 802
,G,0,8,19
,C,1,11,9
,P,13,30,9

Round 803
,G,0,0,14
,C,9,5,24
,P,27,17,4

Round 804
,G,4,8,15
,C,1,13,1
,P,10,39,9

Round 805
,G,1,1,18
,C,12,8,26
,P,17,12,5

Round 806
,G,0,0,21
,C,0,20,0
,P,10,40,9

Round 807
,G,1,1,14
,C,13,4,25
,P,22,16,4

Round 808
,G,0,5,23
,C,0,3,19
,P,8,31,11

Round 809
,G,1,0,7
,C,11,3,27
,P,26,19,6

Round 810
,G,0,0,18
,C,0,20,1
,P,9,40,12

Round 811
,G,0,0,9
,C,2,17,41
,P,19,0,12

Round 812
,G,4,10,17
,C,1,8,12
,P,21,22,5

Round 813
,G,7,0,1
,C,3,3,33
,P,16,28,9

Round 814
,G,1,8,28
,C,0,0,27
,P,10,20,6

Round 815
,G,1,3,10
,C,11,7,25
,P,22,12,9

Round 816
,G,1,8,20
,C,1,10,11
,P,14,28,7

Round 817
,G,0,1,21
,C,14,9,22
,P,23,7,3

Round 818
,G,1,19,26
,C,1,5,5
,P,22,18,3

Round 819
,G,0,0,8
,C,7,15,41
,P,22,3,4

Round 820
,G,1,5,21
,C,3,16,5
,P,7,37,5

Round 821
,G,7,3,7
,C,10,9,21
,P,20,15,8

Round 822
,G,4,11,28
,C,2,8,11
,P,9,21,6

Round 823
,G,0,1,26
,C,12,11,21
,P,19,9,1

Round 824
,G,2,13,20
,C,2,12,14
,P,20,12,5

Round 825
,G,3,5,8
,C,9,11,11
,P,26,16,11

Round 826
,G,2,12,24
,C,3,9,16
,P,9,18,7

Round 827
,G,2,3,6
,C,15,12,25
,P,24,9,4

Round 828
,G,3,15,17
,C,4,10,14
,P,17,15,5

Round 829
,G,0,0,29
,C,10,11,18
,P,20,10,2

Round 830
,G,5,9,23
,C,3,12,13
,P,8,16,11

Round 831
,G,1,1,24
,C,10,11,17
,P,21,10,5

Round 832
,G,5,12,25
,C,2,11,12
,P,11,12,10

Round 833
,G,4,2,19
,C,11,11,15
,P,21,15,2

Round 834
,G,1,14,23
,C,1,7,16
,P,19,18,1

Round 835
,G,1,3,10
,C,9,11,16
,P,25,19,6

Round 836
,G,2,9,13
,C,1,16,24
,P,17,11,7

Round 837
,G,0,2,15
,C,13,11,12
,P,31,13,3

Round 838
,G,3,11,24
,C,2,10,13
,P,10,15,12

Round 839
,G,3,0,16
,C,17,12,15
,P,17,12,8

Round 840
,G,4,12,24
,C,0,11,17
,P,9,15,8

Round 841
,G,3,2,11
,C,12,15,13
,P,18,21,5

Round 842
,G,1,12,24
,C,5,12,23
,P,14,7,2

Round 843
,G,0,1,16
,C,3,8,16
,P,29,24,3

Round 844
,G,3,13,22
,C,3,8,16
,P,18,12,5

Round 845
,G,2,1,20
,C,15,9,17
,P,14,14,8

Round 846
,G,0,9,27
,C,6,10,19
,P,14,12,3

Round 847
,G,3,5,13
,C,14,11,12
,P,13,22,7

Round 848
